AMSShootsEveryAttack,AOECapable,APArmorShardsMod,APCriticalChanceMultiplier,APMaxArmorThickness,AccuracyModifier,AllowedLocations,AmmoCategory,AttackRecoil,Auras,BattleValue,BonusValueA,BonusValueB,Category,ComponentSubType,ComponentTags.items,ComponentTags.tagSetSourceFile,ComponentType,CriticalChanceMultiplier,CriticalComponent,Custom.BonusDescriptions,Custom.Category,Custom.InventorySorter,Damage,DamageVariance,Description.Cost,Description.Details,Description.Icon,Description.Id,Description.Manufacturer,Description.Model,Description.Name,Description.Purchasable,Description.Rarity,Description.UIName,DisallowedLocations,EvasiveDamageMultiplier,EvasivePipsIgnored,HeatDamage,HeatGenerated,IndirectFireCapable,Instability,InventorySize,IsAAMS,IsAMS,MaxRange,MinRange,Modes,NotUseInMelee,OverheatedDamageMultiplier,PrefabIdentifier,ProjectilesPerShot,RangeSplit,RefireModifier,ShotsWhenFired,StartingAmmoCapacity,Tonnage,Type,WeaponEffectID,WeaponSubType,statusEffects,Custom.ArmorRepair,Custom.Color,Custom.Flags,Custom.Lootable,Custom.WorkOrderCosts,Custom.ComponentExplosion,DamageOnJamming,CantHitUnaffecedByPathing,Cooldown,deferredEffect.AOEDamage,deferredEffect.AOEInstability,deferredEffect.AOERange,deferredEffect.FireDurationWithoutForest,deferredEffect.FireTerrainCellRadius,deferredEffect.FireTerrainChance,deferredEffect.FireTerrainStrength,deferredEffect.RangeColor,deferredEffect.SFX,deferredEffect.VFX,deferredEffect.VFXtime,deferredEffect.damageApplyTime,deferredEffect.id,deferredEffect.rounds,deferredEffect.statusEffects,deferredEffect.statusEffectsRangeFalloff,deferredEffect.sticky,deferredEffect.text,deferredEffect.waitVFX,deferredEffect.AOEHeatDamage,deferredEffect.TerrainVFX,deferredEffect.TerrainVFXScale,deferredEffect.tempDesignMask,deferredEffect.tempDesignMaskCellRadius,deferredEffect.tempDesignMaskTurns,FireOnSuccessHit,FireTerrainChance,deferredEffect.tempDesignMaskOnImpactTurns,ColorChangeRule,ColorsTable,ImprovedBallistic,ClusteringModifier,FireDelayMultiplier,HitGenerator,BallisticDamagePerPallet,ColorSpeedChange,DamageNotDivided,Streak,evasivePipsMods.Damage,evasivePipsMods.GeneratedHeat,evasivePipsMods.Instablility,FlatJammingChance,GunneryJammingBase,GunneryJammingMult,ProjectileSpeedMultiplier,DistantVariance,DistantVarianceReversed,isDamageVariation,isHeatVariation,isStabilityVariation,weaponCategoryID,AbsoluteModifier,Custom.MechConfiguration,RelativeModifier,StatName,ArmorDamageModifier,ISDamageModifier,Custom.HandHeld,ammoCategoryID
,false,0.1,0.16,96,1,All,NotSet,1,,244,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]",,Weapon,1,false,"{""Bonuses"":[""HeavyLaser""]}","[{""CategoryID"":""w/e/l/heavy""}]","{""SortKey"":""02008""}",80,0,1176000,"Clan Star Adder developed the Heavy Lasers to deal more damage, but with an increased heat output. In addition, interference with a BattleMech's sensors means that a Heavy Large Laser is penalized with a +1 to-hit modifier.",uixSvgIcon_weapon_Energy,Weapon_Laser_HeavyLargeLaser_CLAN,CLAN,Large Laser,Heavy L Laser (C),true,10,L. Heavy Laser (C),All,0,0,0,56,false,13.3,3,,,600,0,,,0,Laser,1,"[150,300,450]",0,1,0,4,Laser,WeaponEffect-Weapon_LaserPulse_Large,LargeLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225,,t0,"[{""C"":""#FFD700"",""I"":5}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.08,48,1,All,NotSet,1,,76,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""HeavyLaser""]}","[{""CategoryID"":""w/e/l/heavy""}]","{""SortKey"":""02005""}",40,0,504000,"Clan Star Adder developed the Heavy Lasers to deal more damage, but with an increased heat output. In addition, interference with a BattleMech's sensors means that a Heavy Medium Laser is penalized with a +1 to-hit modifier.",uixSvgIcon_weapon_Energy,Weapon_Laser_HeavyMediumLaser_CLAN,CLAN,Medium Laser,Heavy M Laser (C),true,10,M. Heavy Laser (C),All,0,0,0,21,false,6.6,2,,,360,0,,,0,Laser,1,"[90,180,270]",0,1,0,1,Laser,WeaponEffect-Weapon_LaserPulse_Medium,MediumLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,t0,"[{""C"":""#FFFF00"",""I"":5}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.06,36,1,All,NotSet,0,,15,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_close""]",,Weapon,1,false,"{""Bonuses"":[""HeavyLaser""]}","[{""CategoryID"":""w/e/l/heavy""}]","{""SortKey"":""02002""}",30,0,224000,"Clan Star Adder developed the Heavy Lasers to deal more damage, but with an increased heat output. In addition, interference with a BattleMech's sensors means that a Heavy Small Laser is penalized with a +1 to-hit modifier.",uixSvgIcon_weapon_Energy,Weapon_Laser_HeavySmallLaser_CLAN,CLAN,Small Laser,Heavy S Laser (C),true,10,S. Heavy Laser (C),All,0,0,0,9,false,5,1,,,180,0,,,0,Laser,1,"[60,90,120]",0,1,0,0.5,Laser,WeaponEffect-Weapon_LaserPulse_Small,SmallLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,t0,"[{""C"":""#FFA500"",""I"":5}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.16,96,0,All,NotSet,1,,296,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]",,Weapon,1,false,"{""Bonuses"":[""ImpHeavyLaser: 45""]}","[{""CategoryID"":""w/e/l/heavy""}]","{""SortKey"":""02008""}",80,0,1411200,"After the Star Adders introduced their Heavy Lasers, the other Clans started projects to duplicate or improve on them. Clan Goliath Scorpion was the first clan to introduce an effective Improved Heavy Laser, but it still possessed several tradeoffs that some warriors wouldn't accept. Most notable of these, it could explode if it suffered critical damage, much like a Gauss Rifle.",uixSvgIcon_weapon_Energy,Weapon_Laser_ImprovedHeavyLargeLaser_CLAN,CLAN,Large Laser,i. Heavy L Laser (C),true,10,L. i. Heavy Laser (C),All,0,0,0,56,false,13.3,3,,,600,0,,,0,Laser,1,"[150,300,450]",0,1,0,4,Laser,WeaponEffect-Weapon_LaserPulse_Large,LargeLaser,[],,,,,,"{""ExplosionDamage"":45,""HeatDamage"":30,""StabilityDamage"":15}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225,,t0,"[{""C"":""#FFD700"",""I"":7}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.08,48,0,All,NotSet,1,,93,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""ImpHeavyLaser: 25""]}","[{""CategoryID"":""w/e/l/heavy""}]","{""SortKey"":""02005""}",40,0,604800,"After the Star Adders introduced their Heavy Lasers, the other Clans started projects to duplicate or improve on them. Clan Goliath Scorpion was the first clan to introduce an effective Improved Heavy Laser, but it still possessed several tradeoffs that some warriors wouldn't accept. Most notable of these, it could explode if it suffered critical damage, much like a Gauss Rifle.",uixSvgIcon_weapon_Energy,Weapon_Laser_ImprovedHeavyMediumLaser_CLAN,CLAN,Medium Laser,i. Heavy M Laser (C),true,10,M. i. Heavy Laser (C),All,0,0,0,21,false,6.6,2,,,360,0,,,0,Laser,1,"[90,180,270]",0,1,0,1,Laser,WeaponEffect-Weapon_LaserPulse_Medium,MediumLaser,[],,,,,,"{""ExplosionDamage"":25,""HeatDamage"":17,""StabilityDamage"":9}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,t0,"[{""C"":""#FFFF00"",""I"":7}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.06,36,0,All,NotSet,0,,19,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_close""]",,Weapon,1,false,"{""Bonuses"":[""ImpHeavyLaser: 15""]}","[{""CategoryID"":""w/e/l/heavy""}]","{""SortKey"":""02002""}",30,0,268800,"After the Star Adders introduced their Heavy Lasers, the other Clans started projects to duplicate or improve on them. Clan Goliath Scorpion was the first clan to introduce an effective Improved Heavy Laser, but it still possessed several tradeoffs that some warriors wouldn't accept. Most notable of these, it could explode if it suffered critical damage, much like a Gauss Rifle.",uixSvgIcon_weapon_Energy,Weapon_Laser_ImprovedHeavySmallLaser_CLAN,CLAN,Small Laser,i. Heavy S Laser (C),true,10,S. i. Heavy Laser (C),All,0,0,0,9,false,5,1,,,180,0,,,0,Laser,1,"[60,90,12]",0,1,0,0.5,Laser,WeaponEffect-Weapon_LaserPulse_Small,SmallLaser,[],,,,,,"{""ExplosionDamage"":15,""HeatDamage"":10,""StabilityDamage"":5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,t0,"[{""C"":""#FFA500"",""I"":7}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.08,48,0,All,ChemLarge,1,,99,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]",,Weapon,1,false,"{""Bonuses"":[""ChemicalLaser""]}","[{""CategoryID"":""w/e/l/chemical""}]","{""SortKey"":""02008""}",40,0,420000,"Chemical Lasers are not exactly a new invention but a rediscovering of Pre FTL Terra Laser Weapons that relied on a Chemical Process to create the required Energy output for a successful Shot. 

 <b><color=#ffcc00>Uses Chem Large Ammo.</color></b>",ChemLaser,Weapon_Laser_LargeLaser_Chemical_CLAN,Hells Horses,Large Chem Laser,L Chem Laser,true,0,Large Chem Laser (C),All,0,0,0,18,false,6.6,1,,,600,0,,,0,Laser,1,"[150,300,450]",0,1,0,2,Laser,WeaponEffect-Weapon_Laser_Large,LargeLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1125,,t0,"[{""C"":""#8A2BE2"",""I"":5}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.09,54,0,All,NotSet,1,,248,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_extreme""]",,Weapon,1,false,"{""Bonuses"":[""ERLaser"",""IsLaser""]}","[{""CategoryID"":""w/e/l/er""}]","{""SortKey"":""02009""}",55,0,900000,"An improvement upon standard Large Lasers, Extended-Range Large Lasers extend their effective range at the cost of massive heat generation. Like all Lasers, ER Large Lasers enjoy a baseline accuracy bonus over other weapons.",uixSvgIcon_weapon_Energy,Weapon_Laser_LargeLaserER_CLAN,CLAN,Extended-Range Large Laser,ER L Laser (C),false,10,ER Large Laser (C),All,0,0,0,45,false,7.5,1,,,900,0,,,0,Laser,1,"[240,450,750]",0,1,0,4,Laser,WeaponEffect-Weapon_LaserER_Large,LargeLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.034,20.4,-1,All,NotSet,1,,272,15 Var.Dmg.,Pulse Accuracy,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_extreme""]",,Weapon,1,false,"{""Bonuses"":[""ERPulse"",""MultiLaser"",""DoesCluster""]}","[{""CategoryID"":""w/e/l/erpulse""}]","{""SortKey"":""02010""}",18,0,1527000,"The technicians of Clan Wolf were interested in creating an improved pulse laser with extended range. Unlike their Inner Sphere counterparts, who simply pumped more energy into a standard pulse laser, the Wolf techs combined the best features of their Pulse and Extended range lasers to create the ER Pulse Laser family.",uixSvgIcon_weapon_Energy,Weapon_Laser_LargeLaserERPulse_CLAN,CLAN,L ER Pulse Laser,L ER Pulse (C),true,10,L ER Pulse (C),All,0,1,0,50,false,2.8,2,,,900,0,,,0,Laser,1,"[210,450,690]",0,3,0,6,Laser,WeaponEffect-Weapon_Laser_Large,LargeLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0725,,,,true,5,0.1,Cluster,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.034,20.4,-1,All,NotSet,1,,265,15 Var.Dmg.,Pulse Accuracy,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_very-long""]",,Weapon,1,false,"{""Bonuses"":[""Pulse"",""MultiLaser"",""DoesCluster""]}","[{""CategoryID"":""w/e/l/pulse""}]","{""SortKey"":""02010""}",17,0,1278000,"An improvement upon standard Large Lasers, Large Pulse Lasers use pulses of light instead of a single beam. This results in better accuracy and damage output but with greatly increased heat and weight. Like all Lasers, Large Pulse Lasers enjoy a baseline accuracy bonus over other weapons.",uixSvgIcon_weapon_Energy,Weapon_Laser_LargeLaserPulse_CLAN,CLAN,Large Pulse Laser,L Pulse Laser (C),true,10,Large Pulse Laser (C),All,0,1,0,37,false,2.8,1,,,840,0,,,0,Laser,1,"[180,420,600]",0,3,0,6,Laser,WeaponEffect-Weapon_Laser_Large,LargeLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,true,5,0.12,Cluster,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.002,1.2,-1,All,NotSet,1,,35,Target Painter,,AntiPersonnel,Weapon,"[""component_type_stock"",""range_long""]",,Weapon,0,false,"{""Bonuses"":[""TAG: 8"",""PipsIgnored: 1"",""WpnAccuracy: +1"",""Painter: +1"",""PainterSensors: 25%"",""PainterVisibility: 25%""]}","[{""CategoryID"":""w/s/t/tag""}]","{""SortKey"":""04003""}",1,0,363000,"While lost to the Inner Sphere during the devastation of the Succession Wars, the Clans retained the Target Acquisition Gear, but rarely made use of them due to their culture's focus on personal glory rather than supporting roles. Two turn duration, does not stack.",TAG,Weapon_Laser_Light_TAG_CLAN,CLAN,Target Aquisition Gear (C),Light TAG (C),false,5,Light TAG (C),All,0,1,0,0,false,0,1,,,510,0,,true,0,Laser,1,"[150,300,450]",0,1,0,0.5,Laser,WeaponEffect-Weapon_TAG,SmallLaserER,"[{""Description"":{""Details"":""This target was TAG'ed. +1 to hit."",""Icon"":""uixSvgIcon_artillery"",""Id"":""PainterEffect"",""Name"":""Target Acquired""},""durationData"":{""clearedWhenAttacked"":false,""duration"":8,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.String"",""modValue"":""0.25_3_-1"",""operation"":""Set"",""statName"":""LV_TAG""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""TAG increases Visibility"",""Icon"":""uixSvgIcon_artillery"",""Id"":""PainterEffect2"",""Name"":""Detected""},""durationData"":{""duration"":7,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.25"",""operation"":""Float_Multiply"",""statName"":""SpottingVisibilityMultiplier""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Visual indicator of the TAG effect"",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""StatusEffect-TAG-IndicatorVFX"",""Name"":""TAG MARKED""},""durationData"":{""duration"":7,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":true,""useActivationsOfTarget"":true},""effectType"":""VFXEffect"",""nature"":""Debuff"",""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""hideApplicationFloatie"":true,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":{""attachToImpactPoint"":true,""duration"":-1,""facesAttacker"":false,""isAttached"":true,""isOneShot"":false,""location"":-1,""vfxName"":""vfxPrfPrtl_TAGmarker_loop""}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.04,24,0,All,ChemMedium,1,,37,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""ChemicalLaser""]}","[{""CategoryID"":""w/e/l/chemical""}]","{""SortKey"":""02005""}",25,0,180000,"Chemical Lasers are not exactly a new invention but a rediscovering of Pre FTL Terra Laser Weapons that relied on a Chemical Process to create the required Energy output for a successful Shot. 

 <b><color=#ffcc00>Uses Chem Medium Ammo.</color></b>",ChemLaser,Weapon_Laser_MediumLaser_Chemical_CLAN,Hells Horses,Medium Chem Laser,M Chem Laser,true,0,Medium Chem Laser (C),All,0,0,0,6,false,3.3,1,,,360,0,,,0,Laser,1,"[90,180,270]",0,1,0,0.5,Laser,WeaponEffect-Weapon_Laser_Medium,MediumLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,t0,"[{""C"":""#800080"",""I"":5}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.04,24,0,All,NotSet,1,,108,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]",,Weapon,1,false,"{""Bonuses"":[""ERLaser"",""IsLaser""]}","[{""CategoryID"":""w/e/l/er""}]","{""SortKey"":""02006""}",30,0,360000,"An improvement upon standard Medium Lasers, Extended-Range Medium Lasers extend their effective range at the cost of considerable heat generation.",uixSvgIcon_weapon_Energy,Weapon_Laser_MediumLaserER_CLAN,CLAN,Extended-Range Medium Laser,ER M Laser (C),false,10,ER Medium Laser (C),All,0,0,0,20,false,3.3,1,,,540,0,,,0,Laser,1,"[150,270,420]",0,1,0,1,Laser,WeaponEffect-Weapon_LaserER_Medium,MediumLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.025,14.4,-1,All,NotSet,1,,117,10 Var.Dmg.,Pulse Accuracy,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]",,Weapon,1,false,"{""Bonuses"":[""ERPulse"",""MultiLaser"",""DoesCluster""]}","[{""CategoryID"":""w/e/l/erpulse""}]","{""SortKey"":""02007""}",13,0,972000,"The technicians of Clan Wolf were interested in creating an improved pulse laser with extended range. Unlike their Inner Sphere counterparts, who simply pumped more energy into a standard pulse laser, the Wolf techs combined the best features of their Pulse and Extended range lasers to create the ER Pulse Laser family.",uixSvgIcon_weapon_Energy,Weapon_Laser_MediumLaserERPulse_CLAN,CLAN,Med. ER Pulse Laser,M ER Pulse (C),true,10,Med. ER Pulse (C),All,0,1,0,23,false,2,2,,,500,0,,,0,Laser,1,"[120,250,390]",0,3,0,2,Laser,WeaponEffect-Weapon_Laser_Medium,MediumLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0425,,,,true,5,0.1,Cluster,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.025,14.4,-1,All,NotSet,1,,111,10 Var.Dmg.,Pulse Accuracy,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""Pulse"",""MultiLaser"",""DoesCluster""]}","[{""CategoryID"":""w/e/l/pulse""}]","{""SortKey"":""02007""}",12,0,648000,"An improvement upon standard Medium Lasers, Medium Pulse Lasers use pulses of light instead of a single beam. This results in better accuracy and damage output but with increased heat and weight. Like all Lasers, Medium Pulse Lasers enjoy a baseline accuracy bonus over other weapons.",uixSvgIcon_weapon_Energy,Weapon_Laser_MediumLaserPulse_CLAN,CLAN,Medium Pulse Laser,M Pulse Laser (C),true,10,Medium Pulse Laser (C),All,0,1,0,15,false,2,1,,,420,0,,,0,Laser,1,"[90,210,330]",0,3,0,2,Laser,WeaponEffect-Weapon_Laser_Medium,MediumLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,true,5,0.12,Cluster,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.02,12,0,All,NotSet,1,,7,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""ERLaser"",""IsLaser""]}","[{""CategoryID"":""w/e/l/er""}]","{""SortKey"":""02003""}",10,0,168000,"The Extended-Range Micro Laser is a very compact version of conventional ER laser weaponry. This laser weapon was specifically developed by Clan Smoke Jaguar for use on very light combat units,",uixSvgIcon_weapon_Energy,Weapon_Laser_MicroLaserER_CLAN,CLAN,Extended-Range Micro Laser,ER Micro Laser (C),false,10,ER Micro Laser(C),All,0,0,0,4,false,3,1,,,180,0,,,0,Laser,1,"[60,90,150]",0,1,0,0.25,Laser,WeaponEffect-Weapon_LaserER_Small,SmallLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.01,6,-1,All,NotSet,1,,12,3 Var.Dmg.,Pulse Accuracy,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_close""]",,Weapon,1,false,"{""Bonuses"":[""Pulse"",""MultiLaser"",""DoesCluster""]}","[{""CategoryID"":""w/e/l/pulse""}]","{""SortKey"":""02004""}",5,0,192000,The Micro Pulse Laser was designed by Clan Smoke Jaguar (alongside the ER Micro Laser) primarily for use on their ProtoMechs. It has since spread to all the Clans.,uixSvgIcon_weapon_Energy,Weapon_Laser_MicroLaserPulse_CLAN,CLAN,Micro Pulse Laser,Micro Pulse Laser (C),true,10,Micro Pulse Laser (C),All,0,1,0,4,false,1,1,,,180,0,,,0,Laser,1,"[60,90,120]",0,3,0,0.5,Laser,WeaponEffect-Weapon_Laser_Small,SmallLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,true,5,0.05,Cluster,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.03,18,0,All,ChemSmall,0,,7,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_close""]",,Weapon,1,false,"{""Bonuses"":[""ChemicalLaser""]}","[{""CategoryID"":""w/e/l/chemical""}]","{""SortKey"":""02002""}",15,0,56000,"Chemical Lasers are not exactly a new invention but a rediscovering of Pre FTL Terra Laser Weapons that relied on a Chemical Process to create the required Energy output for a successful Shot. 

 <b><color=#ffcc00>Uses Chem Small Ammo.</color></b>",ChemLaser,Weapon_Laser_SmallLaser_Chemical_CLAN,Hells Horses,Small Chem Laser,S Chem Laser,true,0,Small Chem Laser (C),All,0,0,0,3,false,2.5,1,,,180,0,,,0,Laser,1,"[60,90,120]",0,1,0,0.25,Laser,WeaponEffect-Weapon_Laser_Small,SmallLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,,t0,"[{""C"":""#FF00FF"",""I"":5}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.04,24,0,All,NotSet,1,,31,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""ERLaser"",""IsLaser""]}","[{""CategoryID"":""w/e/l/er""}]","{""SortKey"":""02003""}",20,0,336000,"An improvement upon standard Small Lasers, Extended-Range Small Lasers extend their effective range at the cost of more heat generation. Like all Lasers, ER Small Lasers enjoy a baseline accuracy bonus over other weapons.",uixSvgIcon_weapon_Energy,Weapon_Laser_SmallLaserER_CLAN,CLAN,Extended-Range Small Laser,ER S Laser (C),false,10,ER Small Laser(C),All,0,0,0,8,false,3,1,,,300,0,,,0,Laser,1,"[90,150,210]",0,1,0,0.5,Laser,WeaponEffect-Weapon_LaserER_Small,SmallLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.016,9.6,-1,All,NotSet,1,,36,7 Var.Dmg.,Pulse Accuracy,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""ERPulse"",""MultiLaser"",""DoesCluster""]}","[{""CategoryID"":""w/e/l/erpulse""}]","{""SortKey"":""02004""}",6,0,441000,"The technicians of Clan Wolf were interested in creating an improved pulse laser with extended range. Unlike their Inner Sphere counterparts, who simply pumped more energy into a standard pulse laser, the Wolf techs combined the best features of their Pulse and Extended range lasers to create the ER Pulse Laser family.",uixSvgIcon_weapon_Energy,Weapon_Laser_SmallLaserERPulse_CLAN,CLAN,Sm. ER Pulse Laser,S ER Pulse (C),true,10,Sm. ER Pulse (C),All,0,1,0,13,false,1.3,1,,,360,0,,,0,Laser,1,"[120,180,240]",0,3,0,1,Laser,WeaponEffect-Weapon_LaserER_Small,SmallLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0275,,,,true,5,0.11,Cluster,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.01,6,-1,All,NotSet,1,,24,7 Var.Dmg.,Pulse Accuracy,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""Pulse"",""MultiLaser"",""DoesCluster""]}","[{""CategoryID"":""w/e/l/pulse""}]","{""SortKey"":""02004""}",5,0,294000,"An improvement upon standard Small Lasers, Small Pulse Lasers use pulses of light instead of a single beam. This results in better accuracy and damage output but with greatly increased heat and weight. Like all Lasers, Small Pulse Lasers enjoy a baseline accuracy bonus over other weapons.",uixSvgIcon_weapon_Energy,Weapon_Laser_SmallLaserPulse_CLAN,CLAN,Small Pulse Laser,S Pulse Laser (C),true,10,Small Pulse Laser (C),All,0,1,0,8,false,0.8,1,,,300,0,,,0,Laser,1,"[90,150,210]",0,3,0,1,Laser,WeaponEffect-Weapon_Laser_Small,SmallLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,true,5,0.12,Cluster,,,,,,,,,,,,,,,,,,,,,,,,,
